Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code,Rank
2019,ANDHRA PRADESH,NARSAPURAM,YELLA VENU GOPAL RAO,NAVA SAMAJ PARTY,4270,S01,9,6
2019,ANDHRA PRADESH,NARSAPURAM,G S RAJU,SP,3462,S01,9,7
2019,ANDHRA PRADESH,NARSAPURAM,K.A.PAUL,PRAJA SHANTHI PARTY,3037,S01,9,8
2019,ANDHRA PRADESH,NARSAPURAM,MEDAPATI VARAHALA REDDY,IND,2677,S01,9,9
2019,ANDHRA PRADESH,NARSAPURAM,NALLI RAJESH,IND,2648,S01,9,10
2019,ANDHRA PRADESH,NARSAPURAM,NALLAM SURYA CHANDRA RAO,PPOI,2203,S01,9,11
2019,ANDHRA PRADESH,NARSAPURAM,DASARI KRISHNA MURTHY,INDIA PRAJA BANDHU PARTY,1600,S01,9,12
2019,ANDHRA PRADESH,NARSAPURAM,GOTTUMUKKALA SHIVAJI,IND,1273,S01,9,13
2019,ANDHRA PRADESH,NARSAPURAM,GANJI PURNIMA,RPI(A),867,S01,9,14
2019,ANDHRA PRADESH,NARSAPURAM,GURUGUBILLI RAMBABU,MARXIST COMMUNIST PARTY OF INDIA (UNITED),582,S01,9,15
2019,ANDHRA PRADESH,NARSAPURAM,NOTA,NOTA,12066,S01,9,-1
2019,ANDHRA PRADESH,ELURU,KOTAGIRI SRIDHAR,YSRCP,676809,S01,10,1
2019,ANDHRA PRADESH,ELURU,MAGANTTI VENKATESWARA RAO BABU,TDP,510884,S01,10,2
2019,ANDHRA PRADESH,ELURU,PENTAPATI PULLARAO,JANASENA PARTY,76827,S01,10,3
2019,ANDHRA PRADESH,ELURU,JETTI GURUNADHA RAO,INC,20378,S01,10,4
2019,ANDHRA PRADESH,ELURU,CHINNAM RAMA KOTAYYA,BJP,8412,S01,10,5
2019,ANDHRA PRADESH,ELURU,DR.MENDEM. SANTHOSH KUMAR(PEDDABABU),IND,3010,S01,10,6
2019,ANDHRA PRADESH,ELURU,CHINA VENKATA SURYANARAYANA JOSYULA,PPOI,2935,S01,10,7
2019,ANDHRA PRADESH,ELURU,MATHE. BOBBY,RPI(A),1879,S01,10,8
2019,ANDHRA PRADESH,ELURU,ALAGA. RAVI KUMAR,IND,1648,S01,10,9
2019,ANDHRA PRADESH,ELURU,V. SIVA RAMA KRISHNA,JANA JAGRUTI PARTY,1261,S01,10,10
2019,ANDHRA PRADESH,ELURU,NOTA,NOTA,23880,S01,10,-1
2019,ANDHRA PRADESH,MACHILIPATNAM,BALASHOWRY VALLABHANENI,YSRCP,571436,S01,11,1
2019,ANDHRA PRADESH,MACHILIPATNAM,KONAKALLA NARAYANA RAO,TDP,511295,S01,11,2
