Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code
2009,MAHARASHTRA,AHMEDNAGAR,RAUT EKNATH BABASAHEB,IND,4118,,
2009,MAHARASHTRA,AHMEDNAGAR,KAZI SAJID MUJIR,RPIE,4099,,
2009,MAHARASHTRA,AHMEDNAGAR,NAUSHAD ANSAR SHAIKH,IND,3796,,
2009,MAHARASHTRA,AHMEDNAGAR,HAKE BHANUDAS KISAN,RSPS,3329,,
2009,MAHARASHTRA,AHMEDNAGAR,AVINASH MALHARRAO GHODAKE,IND,2408,,
2009,MAHARASHTRA,AHMEDNAGAR,GAIKWAD BALASAHEB RAMCHANDRA,IND,1717,,
2009,MAHARASHTRA,AHMEDNAGAR,HOLE BHANUDAS NAMDEO,BBM,1694,,
2009,MAHARASHTRA,AHMEDNAGAR,ARUN KAHAR,IND,1147,,
2009,MAHARASHTRA,AKOLA,DHOTRE SANJAY SHAMRAO,BJP,287526,S13,6
2009,MAHARASHTRA,AKOLA,AMBEDKAR PRAKASH YASHWANT,BBM,222678,S13,6
2009,MAHARASHTRA,AKOLA,BABASAHEB DHABEKAR,INC,182776,S13,6
2009,MAHARASHTRA,AKOLA,MUJAHID KHAN CHAND KHAN,IND,22666,S13,6
2009,MAHARASHTRA,AKOLA,WASUDEORAO KHADE GURUJI,IND,8266,S13,6
2009,MAHARASHTRA,AKOLA,ATIK AHAMAD GU. JILANI,DESEP,4345,S13,6
2009,MAHARASHTRA,AKOLA,GANESH TULSHIRAM TATHE,KKJHS,3059,S13,6
2009,MAHARASHTRA,AKOLA,RAUT DEVIDAS ANANDRAO,IND,2810,S13,6
2009,MAHARASHTRA,AKOLA,THAKURDAS GOVIND CHOUDHARI,IND,1994,S13,6
2009,MAHARASHTRA,AKOLA,AJABRAO UTTAMRAO BHONGADE,IND,1430,S13,6
2009,MAHARASHTRA,AKOLA,DIPAK SHRIRAM TIRAKE,RSPS,1405,S13,6
2009,MAHARASHTRA,AMRAVATI,ADSUL ANANDRAO VITHOBA,SHS,314286,S13,7
2009,MAHARASHTRA,AMRAVATI,GAWAI RAJENDRA RAMKRUSHNA,RPI,252570,S13,7
2009,MAHARASHTRA,AMRAVATI,DR. RAJIV GULABRAO JAMTHE,IND,64438,S13,7
2009,MAHARASHTRA,AMRAVATI,GANGADHAR GADE,BSP,41775,S13,7
2009,MAHARASHTRA,AMRAVATI,PROF. MUKUND VITTHALRAO KHAIRE,IND,15912,S13,7
2009,MAHARASHTRA,AMRAVATI,PRINCIPAL GOPICHAND SURYABHAN MESHRAM,RP(K),5153,S13,7
2009,MAHARASHTRA,AMRAVATI,SAU MAMATA VINAYAK KANDALKAR,AUDF,4226,S13,7
2009,MAHARASHTRA,AMRAVATI,SUNIL PRABHU RAMTEKE,IND,3793,S13,7
2009,MAHARASHTRA,AMRAVATI,AMOL DEVIDASRAO JADHAV,IND,3495,S13,7
2009,MAHARASHTRA,AMRAVATI,RAJU MAHADEVRAO SONONE,IND,3319,S13,7
2009,MAHARASHTRA,AMRAVATI,DR. HEMANTKUMAR RAMBHAU MAHURE,BBM,3195,S13,7
2009,MAHARASHTRA,AMRAVATI,BHAURAO SHRIRAM CHHAPANE,IND,3029,S13,7
2009,MAHARASHTRA,AMRAVATI,KESHAV DASHARATH WANKHADE,KKJHS,3004,S13,7
2009,MAHARASHTRA,AMRAVATI,BARSE MANOHAR DAULATRAO,IUML,2716,S13,7
2009,MAHARASHTRA,AMRAVATI,MITHUN HIRAMAN GAIKWAD,IND,2560,S13,7
2009,MAHARASHTRA,AMRAVATI,BANDU SAMPATRAO SANE (BANDYA L.S.),IND,1762,S13,7
2009,MAHARASHTRA,AMRAVATI,UGALE SUNIL NAMDEV,PRBP,1633,S13,7
2009,MAHARASHTRA,AMRAVATI,SUDHAKAR VYANKAT RAMTEKE (MAJI SAINIK),IND,1412,S13,7
2009,MAHARASHTRA,AMRAVATI,UBALE SHRIKRISHNA CHAMPATRAO,ARP,1404,S13,7
2009,MAHARASHTRA,AMRAVATI,UMAK SHRIKRUSHNA SHYAMRAO,IND,1201,S13,7
2009,MAHARASHTRA,AMRAVATI,ADV. SUDHIR HIRAMAN TAYADE,IND,929,S13,7
2009,MAHARASHTRA,AMRAVATI,VISHWANATH GOTUJI JAMNEKAR,IND,680,S13,7
2009,MAHARASHTRA,AURANGABAD,CHANDRAKANT KHAIRE,SHS,255896,S13,19
2009,MAHARASHTRA,AURANGABAD,UTTAMSINGH RAJDHARSINGH PAWAR,INC,222882,S13,19
2009,MAHARASHTRA,AURANGABAD,SHANTIGIRIJI MOUNGIRIJI MAHARAJ,IND,148026,S13,19
2009,MAHARASHTRA,AURANGABAD,SAYYED SALIM SAYYED YUSUF,BSP,32641,S13,19
2009,MAHARASHTRA,AURANGABAD,SUBHASH KISANRAO PATIL (JADHAV),IND,17026,S13,19
2009,MAHARASHTRA,AURANGABAD,JYOTI RAMCHANDRA UPADHAYAY,BBM,7261,S13,19
2009,MAHARASHTRA,AURANGABAD,PANDURANG WAMANRAO NARWADE,PRCP,7060,S13,19
2009,MAHARASHTRA,AURANGABAD,JADHAV SUBHASH RUPCHAND,IND,6879,S13,19
2009,MAHARASHTRA,AURANGABAD,JADHAV VISHNU SURYABHAN,IND,4968,S13,19
2009,MAHARASHTRA,AURANGABAD,BANKAR MILIND RANUJI,IND,4676,S13,19
2009,MAHARASHTRA,AURANGABAD,SHAIKH RAFIQ SHAIKH RAZZAK,IND,3247,S13,19
2009,MAHARASHTRA,AURANGABAD,BHIMSEN RAMBHAU KAMBLE,RPIE,3064,S13,19
2009,MAHARASHTRA,AURANGABAD,MANIK RAMU SHINDE,KM,2728,S13,19
2009,MAHARASHTRA,AURANGABAD,JADHAV TOTARAM GANPAT,IND,2431,S13,19
2009,MAHARASHTRA,AURANGABAD,JAHAGIRDAR MOHMAD AYUB GULAM,SP,2305,S13,19
2009,MAHARASHTRA,AURANGABAD,SHAIKH SALIM PATEL WAHEGAONKAR,IND,2187,S13,19
2009,MAHARASHTRA,AURANGABAD,KAZI MUSHIRODDIN TAJODDIN,IND,1719,S13,19
2009,MAHARASHTRA,AURANGABAD,SAYYED RAUF SAYYED ZAMIR,IND,1698,S13,19
2009,MAHARASHTRA,AURANGABAD,KRISHNA DEVIDAS JADHAV,IND,1368,S13,19
2009,MAHARASHTRA,AURANGABAD,SHAIKH HARUN MALIK SAHEB,RSPS,1263,S13,19
2009,MAHARASHTRA,AURANGABAD,UTTAM MANIK KIRTIKAR,IND,1081,S13,19
2009,MAHARASHTRA,AURANGABAD,EJAZ KHAN BISMILLAH KHAN,IND,741,S13,19
2009,MAHARASHTRA,BARAMATI,SUPRIYA SULE,NCP,487827,S13,35
2009,MAHARASHTRA,BARAMATI,KANTA JAYSING NALAWADE,BJP,150996,S13,35
2009,MAHARASHTRA,BARAMATI,KUDALEPATIL VIVEK ANANT,BSP,29864,S13,35
2009,MAHARASHTRA,BARAMATI,SAMPAT MARUTI TAKALE,RSPS,14912,S13,35
2009,MAHARASHTRA,BARAMATI,SURESH BABURAO VEER,IND,7600,S13,35
2009,MAHARASHTRA,BARAMATI,DEEPAK SHANKAR BHAPKAR,IND,7002,S13,35
2009,MAHARASHTRA,BARAMATI,MAYAWATI AMAR CHITRE,BMSM,5002,S13,35
2009,MAHARASHTRA,BARAMATI,MRUNALEENI JAYRAJ KAKADE,IND,4926,S13,35
2009,MAHARASHTRA,BARAMATI,SANGITA SHRIMAN BHUMKAR,IND,4788,S13,35
2009,MAHARASHTRA,BARAMATI,YOGESH SONABA RANDHEER,IND,4179,S13,35
2009,MAHARASHTRA,BARAMATI,SHIVAJI JAYSING KOKARE,IND,3485,S13,35
2009,MAHARASHTRA,BARAMATI,TANTARPALE GOPAL YESHWANTRAO,IND,3059,S13,35
2009,MAHARASHTRA,BARAMATI,SHELAR SANGEETA PANDURANG,KM,2666,S13,35
2009,MAHARASHTRA,BARAMATI,TATYA ALIAS NARAYAN SHANKAR WAMBHIRE,IND,2489,S13,35
2009,MAHARASHTRA,BARAMATI,BHIMA ANNA KADALE,IND,1970,S13,35
2009,MAHARASHTRA,BARAMATI,SACHIN VITTHAL AHIRE,PRCP,1960,S13,35
2009,MAHARASHTRA,BARAMATI,GHORPADE SAVEETA ASHOK,IND,1323,S13,35
2009,MAHARASHTRA,BEED,MUNDE GOPINATHRAO PANDURANG,BJP,553994,S13,39
2009,MAHARASHTRA,BEED,KOKATE RAMESH BABURAO (ADASKAR),NCP,413042,S13,39
2009,MAHARASHTRA,BEED,MASKE MACHINDRA BABURAO,BSP,25284,S13,39
2009,MAHARASHTRA,BEED,KHALGE KACHARU SANTARAMJI,BBM,11006,S13,39
2009,MAHARASHTRA,BEED,MAHAMMAD AKRAM MAHAMMAD SALIMUDDIN BAGWAN,IND,9883,S13,39
2009,MAHARASHTRA,BEED,PATHAN GAFARKHAN JABBARKHAN,IND,9106,S13,39
2009,MAHARASHTRA,BEED,SAYED MINHAJ ALI WAJED ALI (PENDKHAJUR WALE),IND,7918,S13,39
2009,MAHARASHTRA,BEED,RAMESH VISHWANATH KOKATE,IND,6518,S13,39
2009,MAHARASHTRA,BEED,GUJAR KHAN MIRZA KHAN,IND,5794,S13,39
2009,MAHARASHTRA,BEED,ADV.NATKAR RAMRAO SHESHERAO,IND,5388,S13,39
2009,MAHARASHTRA,BEED,DR. SHIVAJIRAO KISANRAO SHENDGE,RSPS,5274,S13,39
2009,MAHARASHTRA,BEED,PRAMOD ALIAS PARMESHWAR SAKHARAM MOTE,KM,3088,S13,39
2009,MAHARASHTRA,BEED,KHAN SIKANDAR KHAN HUSEN KHAN,IND,3048,S13,39
2009,MAHARASHTRA,BEED,SAYYAD SALIM FATTU,IND,3043,S13,39
2009,MAHARASHTRA,BEED,SARDAR KHAN SULTANBABA,IND,2811,S13,39
2009,MAHARASHTRA,BEED,GURAV KALYAN BHANUDAS,RKSP,1981,S13,39
2009,MAHARASHTRA,BEED,KAMBLE DIPAK DNYANOBA,IND,1513,S13,39
2009,MAHARASHTRA,BEED,BABURAO NARAYANRAO KAGADE,ANC,1477,S13,39
2009,MAHARASHTRA,BEED,KAMAL KONDIRAM NIMBALKAR,IND,1412,S13,39
2009,MAHARASHTRA,BEED,NIKALJE SHEELATAI MAHENDRA,PRCP,1291,S13,39
2009,MAHARASHTRA,BEED,TATE ASHOK SANTRAM,ARP,1112,S13,39
2009,MAHARASHTRA,BHANDARA - GONDIYA,PATEL PRAFUL MANOHARBHAI,NCP,489814,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,NANABHAU FALGUNRAO PATOLE,IND,237899,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,PATLE SHISHUPAL NATTHUJI,BJP,158938,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,JAISWAL VIRENDRAKUMAR KASTURCHAND,BSP,68246,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,PROF. DR. BHASKARRAO MAHADEORAO JIBHAKATE,IND,9243,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,DR. RAMSAJIVAN KAWDU LILHARE,IND,8742,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,GANVIR SHIVKUMAR NAGARCHI,CPI,7596,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,UNDIRWADE HEMANT JAGIVAN,PRCP,7164,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,PATHAN MUSHTAK LATIF,DESEP,6688,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,ADV. DHANANJAY SHAMLALJI RAJABHOJ,IND,6291,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,PATLE AKARSING SITARAM,IND,4471,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,GAJBHIYE BRAMHASWARUP BABURAO,IND,4234,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,YELE GANESHRAM SUKHRAM,IND,4155,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,RAHANGADALE MULCHAND OLGAN,IND,3362,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,GAJBHIYE RAJENDRA MAHADEO,IND,2994,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,SADANAND SHRAWANJI GANVIR,IND,2572,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,PRATIBHA VASANT PIMPALKAR,BBM,2400,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,MIRZA WAHIDBEG AHAMADBEG,IND,2044,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,JAMAIWAR SUNIL PARASRAM,RSPS,1968,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,UKEY CHINDHUJI LAKHAJI,IND,1046,S13,11
2009,MAHARASHTRA,BHANDARA - GONDIYA,WASNIK SUNIL MANIRAM,RP(K),883,S13,11
2009,MAHARASHTRA,BHIWANDI,TAWARE SURESH KASHINATH,INC,182789,S13,23
2009,MAHARASHTRA,BHIWANDI,PATIL JAGANNATH SHIVRAM,BJP,141425,S13,23
2009,MAHARASHTRA,BHIWANDI,DEVRAJ KISAN MHATRE,MNS,107090,S13,23
2009,MAHARASHTRA,BHIWANDI,VISHWANATH R. PATIL,IND,77769,S13,23
2009,MAHARASHTRA,BHIWANDI,R.R. PATIL,SP,32767,S13,23
2009,MAHARASHTRA,BHIWANDI,V.G.PATIL,BSP,12902,S13,23
2009,MAHARASHTRA,BHIWANDI,MAHENDRA R. MOHITE,IND,8937,S13,23
2009,MAHARASHTRA,BHIWANDI,AJIM GANI SHEKH,RKSP,4304,S13,23
2009,MAHARASHTRA,BHIWANDI,VIKAS SAKHARAM NIKAM,IND,3941,S13,23
2009,MAHARASHTRA,BHIWANDI,SHAIKH MEHBOOB BASHA VALI,BBM,3041,S13,23
2009,MAHARASHTRA,BHIWANDI,GURUNATH UNDRYA NAIK,IND,1899,S13,23
2009,MAHARASHTRA,BHIWANDI,ISMAIL SHAIKH LATIF,KKJHS,1844,S13,23
2009,MAHARASHTRA,BHIWANDI,SHASHIKANT MOTIRAM KATHORE,RSPS,1627,S13,23
2009,MAHARASHTRA,BHIWANDI,MAHENDRA KERU WADHWINDE,IND,1496,S13,23
2009,MAHARASHTRA,BHIWANDI,DATTU GANAPAT BHOIR,IND,1443,S13,23
2009,MAHARASHTRA,BHIWANDI,MURTUZA MUZAFFAR SHAIKH,NBNP,989,S13,23
2009,MAHARASHTRA,BULDHANA,JADHAV PRATAPRAO GANPATRAO,SHS,353671,S13,5
2009,MAHARASHTRA,BULDHANA,SHINGANE DR.RAJENDRA BHASKARRAO,NCP,325593,S13,5
2009,MAHARASHTRA,BULDHANA,DANDGE VASANTRAO SUGDEO,BSP,81763,S13,5
2009,MAHARASHTRA,BULDHANA,DHOKNE RAVINDRA TULSHIRAMJI,BBM,31034,S13,5
2009,MAHARASHTRA,BULDHANA,SY. BILAL SY. USMAN,IND,16405,S13,5
2009,MAHARASHTRA,BULDHANA,RATHOD CHHAGAN BABULAL,IND,11989,S13,5
2009,MAHARASHTRA,BULDHANA,AMARDEEP BALASAHEB DESHMUKH (INGLE),KM,6635,S13,5
2009,MAHARASHTRA,BULDHANA,BHARAT PUNJAJI SHINGANE,IND,6629,S13,5
2009,MAHARASHTRA,BULDHANA,RAJESH NILKANTHRAO TATHE,IND,6565,S13,5
2009,MAHARASHTRA,BULDHANA,GANESH ARJUN ZORE,IND,3997,S13,5
2009,MAHARASHTRA,BULDHANA,TAYDE VITTHAL PANDHARI,IND,2562,S13,5
2009,MAHARASHTRA,BULDHANA,QURASHI SK.SIKANDAR SK. SHAUKAT,DESEP,2006,S13,5
2009,MAHARASHTRA,BULDHANA,DEVIDAS PIRAJI SARKATE,IND,1808,S13,5
2009,MAHARASHTRA,BULDHANA,GAJANAN RAJARAM SIRSAT,RSPS,1263,S13,5
2009,MAHARASHTRA,BULDHANA,FERAN CHANDRAHAS JAGDEO,ABHM,1213,S13,5
2009,MAHARASHTRA,CHANDRAPUR,AHIR HANSARAJ GANGARAM,BJP,301467,S13,13
2009,MAHARASHTRA,CHANDRAPUR,PUGALIA NARESH,INC,268972,S13,13
2009,MAHARASHTRA,CHANDRAPUR,CHATAP WAMAN SADASHIVRAO,STBP,169112,S13,13
2009,MAHARASHTRA,CHANDRAPUR,ADV. HAZARE DATTABHAU KRUSHNARAO,BSP,57519,S13,13
2009,MAHARASHTRA,CHANDRAPUR,KHOBRAGADE DESHAK GIRISHBABU,BBM,20541,S13,13
2009,MAHARASHTRA,CHANDRAPUR,MADHUKAR VITTHALRAO NISTANE,IND,12843,S13,13
2009,MAHARASHTRA,CHANDRAPUR,JAWED ABDUL KURESHI ALIAS PROF. JAWED PASHA,JMM,9262,S13,13
2009,MAHARASHTRA,CHANDRAPUR,MASRAM NIRANJAN SHIVRAM,GGP,9065,S13,13
2009,MAHARASHTRA,CHANDRAPUR,RAMESH RAGHOBAJI TAJNE,IND,7683,S13,13
2009,MAHARASHTRA,CHANDRAPUR,MESHRAM CHARANDAS JANGLUJI,IND,6856,S13,13
2009,MAHARASHTRA,CHANDRAPUR,DEKATE BHASKAR PARASHRAM,IND,5274,S13,13
2009,MAHARASHTRA,CHANDRAPUR,HIWARKAR SUDHIR MOTIRAMJI,IND,4595,S13,13
2009,MAHARASHTRA,CHANDRAPUR,SHATRUGHN VYANKATRAO SONPIMPLE,IND,3875,S13,13
2009,MAHARASHTRA,CHANDRAPUR,GODE NARAYAN SHAHUJI,IND,3358,S13,13
2009,MAHARASHTRA,CHANDRAPUR,QURESHI IKHALAQ MOHD. YUSUF,IND,2760,S13,13
2009,MAHARASHTRA,CHANDRAPUR,SANJAY NILKANTH GAWANDE,IND,2594,S13,13
2009,MAHARASHTRA,CHANDRAPUR,KHARTAD LOMESH MAROTI,RWS,2520,S13,13
2009,MAHARASHTRA,CHANDRAPUR,PATHAN A. RAZZAK KHAN HAYAT KHAN,SP,2477,S13,13
2009,MAHARASHTRA,CHANDRAPUR,KALE DAMODHAR LAXMAN,IND,2108,S13,13
2009,MAHARASHTRA,CHANDRAPUR,JITENDRA ADAKU RAUT,ABMP,1619,S13,13
2009,MAHARASHTRA,CHANDRAPUR,VINOD DINANATH MESHRAM,IND,1553,S13,13
2009,MAHARASHTRA,CHANDRAPUR,DANGE NATTHU BHAURAO,ARP,1282,S13,13
2009,MAHARASHTRA,CHANDRAPUR,VIRENDRA TARACHANDJI PUGLIA,IND,1180,S13,13
2009,MAHARASHTRA,DHULE,SONAWANE PRATAP NARAYANRAO,BJP,263260,S13,2
2009,MAHARASHTRA,DHULE,AMARISHBHAI RASIKLAL PATEL,INC,243841,S13,2
2009,MAHARASHTRA,DHULE,NIHAL AHMED MOLVI. MOHAMMED USMAN,JD(S),72738,S13,2
2009,MAHARASHTRA,DHULE,ANIL ANNA GOTE,LKSGM,53637,S13,2
2009,MAHARASHTRA,DHULE,RIZWAN MO.AKBAR,BSP,11606,S13,2
2009,MAHARASHTRA,DHULE,SONAWANE PANDIT UTTAMRAO,IND,8883,S13,2
2009,MAHARASHTRA,DHULE,SHEVALE PATIL SANDEEP JIBHAU,IND,2908,S13,2
2009,MAHARASHTRA,DHULE,DADASO. PANDITRAO PATIL KOKALEKAR,IND,2493,S13,2
2009,MAHARASHTRA,DHULE,GAZI ATEZAD AHMED MUBEEN AHMED KHAN,IND,2348,S13,2
2009,MAHARASHTRA,DHULE,KAVAYATRI-SONKANYA SAU. THAKUR RAJANI BHAGWAN,BBM,1721,S13,2
2009,MAHARASHTRA,DHULE,KISHOR PITAMBAR AHIRE,IND,1446,S13,2
2009,MAHARASHTRA,DHULE,GAIKWAD PATIL BHUSHAN BAJIRAO,IND,1397,S13,2
2009,MAHARASHTRA,DHULE,ANSARI MOHD. ISMAIL MOHD. IBRAHIM,BMSM,1343,S13,2
2009,MAHARASHTRA,DHULE,MD. ISMAIL JUMMAN,IND,1330,S13,2
2009,MAHARASHTRA,DHULE,ARIF AHMED SHAIKH JAFHAR,NBNP,955,S13,2
2009,MAHARASHTRA,DINDORI,CHAVAN HARISHCHANDRA DEORAM,BJP,281254,S13,20
2009,MAHARASHTRA,DINDORI,ZIRWAL NARHARI SITARAM,NCP,243907,S13,20
2009,MAHARASHTRA,DINDORI,GAVIT JEEVA PANDU,CPM,105352,S13,20
2009,MAHARASHTRA,DINDORI,GANGURDE DIPAK SHANKAR,BSP,17902,S13,20
2009,MAHARASHTRA,DINDORI,SHANKAR DEORAM GANGURDE,IND,11372,S13,20
2009,MAHARASHTRA,DINDORI,GANGURDE BALU KISAN,IND,6957,S13,20
2009,MAHARASHTRA,DINDORI,PAWAR SAMPAT WAMAN,BBM,6717,S13,20
2009,MAHARASHTRA,DINDORI,BHIKA HARISING BARDE,IND,4649,S13,20
2009,MAHARASHTRA,DINDORI,VIJAY NAMDEO PAWAR,IND,3513,S13,20
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,KOWASE MAROTRAO SAINUJI,INC,321756,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,ASHOK MAHADEORAO NETE,BJP,293176,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,ATRAM RAJE SATYAWANRAO,BSP,135756,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,DINESH TUKARAM MADAVI,IND,25857,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,NAMDEO ANANDRAO KANNAKE,CPI,23001,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,JAMBHULE NARAYAN DINABAJI,IND,8916,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,VIJAY SURAJSING MADAVI,GGP,7953,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,PENDAM DIWAKAR GULAB,BBM,7240,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,PROFFESOR KHANDALE KAWDU TULSHIRAM,KKJHS,4972,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,PENDAM PURUSHOTTAM ZITUJI,DESEP,4392,S13,12
2009,MAHARASHTRA,GADCHIROLI-CHIMUR,ADV. DADMAL PRABHAKAR MAHAGUJI,PRBP,4228,S13,12
2009,MAHARASHTRA,HATKANANGLE,SHETTI RAJU ALIAS DEVAPPA ANNA,SWP,481025,S13,48
2009,MAHARASHTRA,HATKANANGLE,MANE NIVEDITA SAMBHAJIRAO,NCP,385965,S13,48
2009,MAHARASHTRA,HATKANANGLE,RAGHUNATH RAMCHANDRA PATIL,SHS,55050,S13,48
2009,MAHARASHTRA,HATKANANGLE,KANADE ANILKUMAR MAHADEV,BSP,27465,S13,48
2009,MAHARASHTRA,HATKANANGLE,SURNIKE ANANDRAO VASANTRAO (FOUJI BAPU),IND,10576,S13,48
2009,MAHARASHTRA,HATKANANGLE,ARUN ALIAS SHAM BAJARANG BUCHADE,IND,5284,S13,48
2009,MAHARASHTRA,HATKANANGLE,MANE ARVIND BHIVA,BBM,3987,S13,48
2009,MAHARASHTRA,HATKANANGLE,PATIL UDAY PANDHARINATH,KM,3784,S13,48
2009,MAHARASHTRA,HATKANANGLE,THORAT ANANDRAO TUKARAM,IND,3376,S13,48
2009,MAHARASHTRA,HATKANANGLE,BABURAO OMANNA KAMBLE ALIAS (B.O.),RSPS,1690,S13,48
2009,MAHARASHTRA,HINGOLI,SUBHASH BAPURAO WANKHEDE,SHS,340148,S13,15
2009,MAHARASHTRA,HINGOLI,SURYAKANTA JAIWANTRAO PATIL,NCP,266514,S13,15
2009,MAHARASHTRA,HINGOLI,DR. B.D. CHAVHAN,BSP,111357,S13,15
2009,MAHARASHTRA,HINGOLI,NAIK MADHAVRAO BAHENARAO,BBM,52329,S13,15
2009,MAHARASHTRA,HINGOLI,PACHPUTE RAMPRASAD KISHANRAO,IND,10176,S13,15
2009,MAHARASHTRA,HINGOLI,MD. A. MUJIM ANSARI A.,IND,10064,S13,15
2009,MAHARASHTRA,HINGOLI,UTTAMRAO DAGADUJI BHAGAT,PRCP,8982,S13,15
2009,MAHARASHTRA,HINGOLI,VINAYAK SHRIRAM BHISE,KM,8418,S13,15
2009,MAHARASHTRA,HINGOLI,PATHAN SATTAR KASIMKHAN,IND,4144,S13,15
2009,MAHARASHTRA,HINGOLI,GUNDEKAR SANJAY ADELU,IND,3027,S13,15
2009,MAHARASHTRA,HINGOLI,AJAS NOORMINYA,DESEP,2308,S13,15
2009,MAHARASHTRA,JALGAON,A.T. NANA PATIL,BJP,343647,S13,3
2009,MAHARASHTRA,JALGAON,ADV. VASANTRAO JIVANRAO MORE,NCP,247627,S13,3
2009,MAHARASHTRA,JALGAON,WAGH SUDHAKAR ATMARAM,IND,19206,S13,3
2009,MAHARASHTRA,JALGAON,ADV. MATIN AHMED,BSP,12981,S13,3
2009,MAHARASHTRA,JALGAON,SALIMODDIN ISAMODDIN SHE.(MISTARI),IND,10796,S13,3
2009,MAHARASHTRA,JALGAON,ATMARAM SURSING JADHAV (ENGG.),KKJHS,4735,S13,3
2009,MAHARASHTRA,JALGAON,JANGALU DEVRAM SHIRSATH,HJP,3705,S13,3
2009,MAHARASHTRA,JALGAON,SHALIGRAM SHIVRAM MAHAJAN (DEORE),IND,3376,S13,3
2009,MAHARASHTRA,JALGAON,LAXMAN SHIVAJI SHIRSATH (PATIL),KM,2846,S13,3
2009,MAHARASHTRA,JALGAON,KANTILAL CHHAGAN NAIK (BANJARA),IND,2629,S13,3
2009,MAHARASHTRA,JALGAON,JADHAV NATTHU SHANKAR,BBM,1931,S13,3
2009,MAHARASHTRA,JALGAON,ANIL PITAMBAR WAGH (SIR),IND,1599,S13,3
2009,MAHARASHTRA,JALGAON,NANNAWARE CHAITANYA PANDIT,PRCP,1489,S13,3
2009,MAHARASHTRA,JALNA,DANVE RAOSAHEB DADARAO,BJP,350710,S13,18
2009,MAHARASHTRA,JALNA,DR. KALE KALYAN VAIJINATHRAO,INC,342228,S13,18
2009,MAHARASHTRA,JALNA,RATHOD RAJPALSINH GABRUSINH,BSP,35976,S13,18
2009,MAHARASHTRA,JALNA,KHANDU HARISHCHANDRA LAGHANE,IND,13408,S13,18
2009,MAHARASHTRA,JALNA,KOLTE MANOJ NEMINATH,IND,12000,S13,18
2009,MAHARASHTRA,JALNA,NADE DNYANESHWAR DAGDU,IND,6504,S13,18
2009,MAHARASHTRA,JALNA,BHOJNE BABASAHEB SANGAM,RSPS,4621,S13,18
2009,MAHARASHTRA,JALNA,BABASAHEB PATIL SHINDE,IND,4617,S13,18
2009,MAHARASHTRA,JALNA,AAPPASAHEB RADHAKISAN KUDHEKAR,KM,3917,S13,18
2009,MAHARASHTRA,JALNA,SAYYAD MAKSUD NOOR,LJP,3793,S13,18
2009,MAHARASHTRA,JALNA,KHARAT ASHOK RAMRAO,BBM,3136,S13,18
2009,MAHARASHTRA,JALNA,TAWAR KAILAS BHAUSAHEB,STBP,2920,S13,18
2009,MAHARASHTRA,JALNA,DR. DILAWAR MIRZA BAIG,IUML,2486,S13,18
2009,MAHARASHTRA,JALNA,S. HUSAIN AHEMAD,IND,2142,S13,18
2009,MAHARASHTRA,JALNA,SUBHASH FAKIRA SALVE,ANC,2019,S13,18
2009,MAHARASHTRA,JALNA,KISAN BALVANTA BORDE,PRCP,1880,S13,18
2009,MAHARASHTRA,JALNA,SONWANE ASHOK VITTHAL,IND,1830,S13,18
2009,MAHARASHTRA,JALNA,MISAL TUKARAM BABURAOJI,SP,1554,S13,18
2009,MAHARASHTRA,JALNA,RATNAPARKHE ARCHANA SUDHAKAR,RPIE,1386,S13,18
2009,MAHARASHTRA,KALYAN,ANAND PRAKASH PARANJAPE,SHS,212476,S13,24
